client_id,age,job,marital,education,credit_default,mortgage
5109,39,self-employed,married,university_degree,,
5110,36,blue-collar,divorced,high_school,,
5111,29,admin_,married,high_school,,
5112,22,blue-collar,single,basic_6y,,
5113,49,blue-collar,married,basic_4y,,
5114,31,admin_,single,university_degree,,
5115,49,blue-collar,married,basic_4y,,
5116,41,blue-collar,married,basic_4y,,
5117,47,management,married,basic_4y,,
5118,47,admin_,single,university_degree,,
5119,38,admin_,married,university_degree,,
5120,43,admin_,divorced,high_school,,
5121,46,services,married,high_school,,
5122,33,blue-collar,married,basic_6y,,
5123,27,blue-collar,single,basic_9y,,
5124,53,technician,married,professional_course,,
5125,30,management,divorced,university_degree,,
5126,47,blue-collar,divorced,basic_9y,,
5127,55,blue-collar,married,professional_course,,
5128,60,retired,divorced,basic_4y,,
5129,48,technician,married,high_school,,
5130,42,blue-collar,divorced,basic_4y,,
5131,48,technician,married,high_school,,
5132,48,technician,married,high_school,,
5133,42,blue-collar,divorced,basic_4y,,
5134,46,admin_,single,university_degree,,
5135,36,services,single,basic_9y,,
5136,29,technician,single,university_degree,,
5137,50,blue-collar,married,high_school,,
5138,33,admin_,married,,,
5139,37,management,single,university_degree,,
5140,42,technician,married,university_degree,,
5141,24,services,single,basic_9y,,
5142,55,technician,married,university_degree,,
5143,38,blue-collar,married,basic_9y,,
5144,36,blue-collar,married,university_degree,,
5145,45,unemployed,married,university_degree,,
5146,38,blue-collar,married,basic_9y,,
5147,51,admin_,divorced,,,
5148,48,technician,married,high_school,,
5149,46,admin_,married,university_degree,,
5150,47,management,divorced,university_degree,,
5151,33,entrepreneur,married,university_degree,,
5152,39,admin_,married,high_school,,
5153,47,management,divorced,university_degree,,
5154,37,blue-collar,single,basic_9y,,
5155,47,entrepreneur,divorced,university_degree,,
5156,29,services,single,university_degree,,
5157,44,housemaid,married,high_school,,
5158,45,blue-collar,married,basic_4y,,
5159,47,blue-collar,divorced,basic_4y,,
5160,38,entrepreneur,divorced,university_degree,,
5161,25,housemaid,married,basic_9y,,
5162,47,blue-collar,married,basic_6y,,
5163,55,housemaid,married,professional_course,,
5164,56,retired,married,high_school,,
5165,44,blue-collar,married,basic_4y,,
5166,36,technician,single,university_degree,,
5167,40,blue-collar,married,basic_9y,,
5168,46,blue-collar,married,,,
5169,48,blue-collar,divorced,basic_9y,,
5170,40,self-employed,married,high_school,,
5171,37,technician,single,professional_course,,
5172,58,services,divorced,professional_course,,
5173,50,technician,married,professional_course,,
5174,55,retired,married,high_school,,
5175,55,blue-collar,married,basic_4y,,
5176,51,management,married,university_degree,,
5177,45,admin_,married,university_degree,,
5178,39,technician,married,professional_course,,
5179,47,blue-collar,divorced,basic_4y,,
5180,55,admin_,married,high_school,,
5181,41,services,married,high_school,,
5182,48,blue-collar,married,basic_6y,,
5183,41,technician,married,university_degree,,
5184,41,blue-collar,divorced,basic_6y,,
5185,30,services,single,high_school,,
5186,32,entrepreneur,married,high_school,,
5187,56,unemployed,divorced,university_degree,,
5188,53,technician,married,professional_course,,
5189,39,admin_,married,university_degree,,
5190,48,technician,single,high_school,,
5191,42,admin_,divorced,high_school,,
5192,36,blue-collar,married,basic_9y,,
5193,35,technician,married,professional_course,,
5194,47,admin_,married,,,
5195,38,blue-collar,married,basic_4y,,
5196,59,retired,married,university_degree,,
5197,34,admin_,divorced,basic_6y,,
5198,47,management,married,basic_4y,,
5199,53,services,divorced,university_degree,,
5200,44,self-employed,married,university_degree,,
5201,48,services,single,high_school,,
5202,50,blue-collar,married,basic_6y,,
5203,44,housemaid,single,,,
5204,33,unemployed,married,basic_9y,,
5205,42,entrepreneur,married,high_school,,
5206,45,services,single,basic_9y,,
5207,51,blue-collar,married,basic_4y,,
5208,35,blue-collar,married,professional_course,,
5209,55,technician,single,university_degree,,
5210,32,services,single,professional_course,,
5211,42,blue-collar,married,basic_9y,,
5212,42,admin_,divorced,university_degree,,
5213,57,blue-collar,divorced,,,
5214,57,admin_,divorced,high_school,,
5215,46,blue-collar,married,basic_9y,,
5216,42,admin_,divorced,university_degree,,
5217,38,blue-collar,married,basic_9y,,
5218,31,technician,single,university_degree,,
5219,44,admin_,married,high_school,,
5220,28,blue-collar,single,basic_9y,,
5221,29,admin_,single,university_degree,,
5222,56,retired,married,basic_4y,,
5223,47,management,married,university_degree,,
5224,26,student,single,basic_9y,,
5225,39,management,married,university_degree,,
5226,51,services,married,,,
5227,54,technician,single,university_degree,,
5228,42,unemployed,married,basic_9y,,
5229,57,blue-collar,married,basic_4y,,
5230,27,blue-collar,married,basic_9y,,
5231,27,technician,single,professional_course,,
5232,59,technician,divorced,university_degree,,
5233,47,blue-collar,divorced,basic_9y,,
5234,43,admin_,married,professional_course,,
5235,36,blue-collar,married,basic_6y,,
5236,47,management,divorced,basic_6y,,
5237,38,blue-collar,married,basic_9y,,
5238,38,entrepreneur,married,basic_9y,,
5239,33,blue-collar,married,basic_9y,,
5240,43,entrepreneur,married,basic_9y,,
5241,39,blue-collar,married,,,
5242,41,technician,single,professional_course,,
5243,37,blue-collar,single,,,
5244,32,blue-collar,married,basic_9y,,
5245,46,management,married,university_degree,,
5246,49,entrepreneur,married,university_degree,,
5247,33,services,single,high_school,,
5248,42,admin_,divorced,university_degree,,
5249,23,services,married,basic_9y,,
5250,28,services,married,high_school,,
5251,39,blue-collar,married,basic_9y,,
5252,36,admin_,married,high_school,,
5253,27,technician,married,university_degree,,
5254,37,entrepreneur,married,basic_6y,,
5255,49,housemaid,married,basic_4y,,
5256,55,blue-collar,married,basic_4y,,
5257,42,management,married,,,
5258,38,services,married,high_school,,
5259,29,services,single,university_degree,,
5260,28,blue-collar,single,basic_6y,,
5261,36,admin_,single,high_school,,
5262,51,blue-collar,single,basic_4y,,
5263,58,admin_,married,university_degree,,
5264,45,technician,married,university_degree,,
5265,27,blue-collar,single,basic_9y,,
5266,35,admin_,married,high_school,,
5267,37,blue-collar,single,basic_9y,,
5268,43,blue-collar,married,basic_6y,,
5269,40,blue-collar,married,basic_9y,,
5270,37,admin_,married,university_degree,,
5271,31,entrepreneur,married,basic_6y,,
5272,29,admin_,married,high_school,,
5273,50,technician,married,professional_course,,
5274,30,admin_,married,university_degree,,
5275,35,admin_,single,high_school,,
5276,43,admin_,divorced,high_school,,
5277,39,admin_,married,university_degree,,
5278,57,management,married,university_degree,,
5279,53,retired,married,basic_9y,,
5280,37,management,married,university_degree,,
5281,41,technician,married,professional_course,,
5282,29,technician,married,university_degree,,
5283,30,management,married,university_degree,,
5284,32,self-employed,married,basic_9y,,
5285,51,technician,married,basic_6y,,
5286,38,admin_,single,university_degree,,
5287,58,management,married,university_degree,,
5288,36,blue-collar,married,basic_6y,,
5289,48,technician,divorced,professional_course,,
5290,39,blue-collar,married,basic_6y,,
5291,35,blue-collar,married,basic_6y,,
5292,32,services,single,basic_6y,,
5293,32,blue-collar,married,basic_4y,,
5294,34,blue-collar,married,high_school,,
5295,41,self-employed,married,university_degree,,
5296,32,services,divorced,high_school,,
5297,38,admin_,married,university_degree,,
5298,41,blue-collar,divorced,basic_6y,,
5299,27,services,single,high_school,,
5300,57,blue-collar,married,basic_9y,,
5301,37,housemaid,married,high_school,,
5302,54,blue-collar,single,basic_4y,,
5303,43,blue-collar,married,basic_4y,,
5304,44,retired,married,basic_9y,,
5305,37,admin_,single,high_school,,
5306,37,blue-collar,married,basic_6y,,
5307,50,admin_,divorced,university_degree,,
5308,41,admin_,married,basic_6y,,
5309,46,admin_,married,high_school,,
5310,32,blue-collar,married,basic_6y,,
5311,31,services,single,professional_course,,
5312,40,management,married,university_degree,,
5313,43,blue-collar,married,basic_4y,,
5314,44,blue-collar,married,professional_course,,
5315,41,management,married,university_degree,,
5316,32,blue-collar,married,basic_6y,,
5317,49,services,married,high_school,,
5318,31,blue-collar,married,basic_6y,,
5319,46,admin_,married,high_school,,
5320,38,technician,married,university_degree,,
5321,27,blue-collar,married,,,
5322,31,blue-collar,married,basic_9y,,
5323,47,services,married,professional_course,,
5324,39,blue-collar,single,professional_course,,
5325,37,blue-collar,divorced,basic_4y,,
5326,52,technician,married,basic_9y,,
5327,49,admin_,divorced,university_degree,,
5328,39,admin_,married,professional_course,,
5329,50,technician,married,high_school,,
5330,49,admin_,single,university_degree,,
5331,39,blue-collar,married,basic_9y,,
5332,35,blue-collar,married,basic_9y,,
5333,28,blue-collar,married,basic_9y,,
5334,40,blue-collar,married,basic_6y,,
5335,40,blue-collar,married,basic_9y,,
5336,53,services,single,high_school,,
5337,49,blue-collar,married,basic_9y,,
5338,55,technician,married,professional_course,,
5339,36,blue-collar,single,high_school,,
5340,45,blue-collar,married,basic_6y,,
5341,36,blue-collar,married,basic_6y,,
5342,46,admin_,married,basic_9y,,
5343,49,blue-collar,married,basic_4y,,
5344,48,housemaid,divorced,basic_4y,,
5345,49,blue-collar,divorced,basic_4y,,
5346,49,technician,married,,,
5347,32,admin_,single,university_degree,,
5348,25,self-employed,married,university_degree,,
5349,26,blue-collar,married,basic_6y,,
5350,33,technician,married,professional_course,,
5351,37,admin_,single,high_school,,
5352,53,technician,divorced,professional_course,,
5353,38,entrepreneur,married,university_degree,,
5354,42,blue-collar,married,basic_6y,,
5355,48,blue-collar,married,high_school,,
5356,51,blue-collar,married,,,
5357,40,admin_,divorced,university_degree,,
5358,51,blue-collar,married,basic_9y,,
5359,35,housemaid,married,high_school,,
5360,45,blue-collar,married,basic_6y,,
5361,35,blue-collar,married,basic_4y,,
5362,51,blue-collar,married,basic_9y,,
5363,33,services,single,high_school,,
5364,37,admin_,single,high_school,,
5365,34,blue-collar,married,basic_9y,,
5366,44,admin_,married,university_degree,,
5367,53,entrepreneur,married,university_degree,,
5368,40,admin_,married,professional_course,,
5369,40,management,divorced,university_degree,,
5370,32,technician,single,professional_course,,
5371,58,blue-collar,married,basic_4y,,
5372,41,services,divorced,,,
5373,35,student,single,high_school,,
5374,47,admin_,married,university_degree,,
5375,52,technician,married,,,
5376,33,self-employed,single,university_degree,,
5377,34,management,married,university_degree,,
5378,38,services,married,high_school,,
5379,48,services,married,professional_course,,
5380,38,admin_,single,university_degree,,
5381,40,entrepreneur,married,high_school,,
5382,26,services,single,high_school,,
5383,42,self-employed,married,university_degree,,
5384,60,retired,married,high_school,,
5385,35,student,single,university_degree,,
5386,59,technician,married,professional_course,,
5387,43,management,married,high_school,,
5388,33,admin_,married,high_school,,
5389,47,management,divorced,university_degree,,
5390,30,blue-collar,single,high_school,,
5391,35,blue-collar,married,basic_4y,,
5392,31,admin_,single,university_degree,,
5393,45,blue-collar,married,illiterate,,
5394,33,management,married,university_degree,,
5395,60,retired,married,basic_4y,,
5396,46,entrepreneur,married,,,
5397,31,blue-collar,divorced,basic_9y,,
5398,56,management,married,,,
5399,28,services,single,high_school,,
5400,29,blue-collar,single,,,
5401,26,blue-collar,single,basic_9y,,
5402,35,entrepreneur,married,high_school,,
5403,54,services,single,high_school,,
5404,43,blue-collar,married,professional_course,,
5405,46,blue-collar,married,basic_9y,,
5406,37,admin_,single,university_degree,,
5407,28,admin_,married,university_degree,,
5408,30,housemaid,married,high_school,,
5409,36,services,married,high_school,,
5410,50,blue-collar,married,basic_4y,,
5411,37,technician,married,university_degree,,
5412,28,housemaid,married,basic_6y,,
5413,52,blue-collar,married,basic_4y,,
5414,37,blue-collar,single,,,
5415,46,blue-collar,married,basic_4y,,
5416,27,services,married,high_school,,
5417,44,blue-collar,married,basic_9y,,
5418,31,unemployed,married,professional_course,,
5419,34,management,married,,,
5420,56,retired,divorced,basic_4y,,
5421,51,admin_,married,basic_9y,,
5422,36,blue-collar,married,basic_6y,,
5423,39,housemaid,married,high_school,,
5424,37,blue-collar,married,basic_6y,,
5425,48,retired,divorced,professional_course,,
5426,55,admin_,married,high_school,,
5427,34,blue-collar,single,basic_9y,,
5428,33,admin_,married,university_degree,,
5429,32,blue-collar,married,basic_9y,,
5430,35,admin_,married,high_school,,
5431,39,technician,married,professional_course,,
5432,32,admin_,married,university_degree,,
5433,36,services,married,high_school,,
5434,51,blue-collar,married,basic_9y,,
5435,39,technician,single,professional_course,,
5436,42,blue-collar,married,,,
5437,49,services,divorced,high_school,,
5438,32,management,divorced,basic_4y,,
5439,43,technician,married,professional_course,,
5440,31,admin_,divorced,high_school,,
5441,25,blue-collar,married,basic_9y,,
5442,39,services,married,high_school,,
5443,49,technician,married,professional_course,,
5444,53,blue-collar,divorced,basic_4y,,
5445,26,admin_,single,high_school,,
5446,41,technician,married,professional_course,,
5447,39,blue-collar,divorced,basic_9y,,
5448,33,admin_,divorced,university_degree,,
5449,45,blue-collar,married,basic_9y,,
5450,56,admin_,married,university_degree,,
5451,39,housemaid,married,basic_4y,,
5452,30,blue-collar,single,university_degree,,
5453,28,unknown,single,basic_9y,,
5454,50,admin_,married,high_school,,
5455,44,management,married,university_degree,,
5456,55,blue-collar,married,basic_4y,,
5457,31,services,single,basic_6y,,
5458,40,blue-collar,married,basic_4y,,
5459,44,services,married,high_school,,
5460,27,technician,married,university_degree,,
5461,56,services,married,high_school,,
5462,35,admin_,married,high_school,,
5463,31,admin_,divorced,high_school,,
5464,47,management,married,university_degree,,
5465,30,admin_,divorced,university_degree,,
5466,37,services,married,high_school,,
5467,36,services,single,basic_6y,,
5468,33,services,single,basic_9y,,
5469,38,technician,married,professional_course,,
5470,29,self-employed,married,basic_9y,,
5471,46,admin_,single,university_degree,,
5472,50,blue-collar,married,basic_9y,,
5473,57,technician,married,professional_course,,
5474,34,blue-collar,married,basic_9y,,
5475,33,self-employed,married,basic_9y,,
5476,49,management,married,university_degree,,
5477,43,technician,single,professional_course,,
5478,32,management,married,university_degree,,
5479,38,admin_,single,basic_9y,,
5480,38,blue-collar,single,basic_6y,,
5481,37,admin_,single,high_school,,
5482,28,admin_,married,university_degree,,
5483,42,housemaid,married,professional_course,,
5484,35,blue-collar,married,,,
5485,49,technician,married,basic_9y,,
5486,59,admin_,married,university_degree,,
5487,30,self-employed,married,professional_course,,
5488,35,admin_,married,university_degree,,
5489,35,blue-collar,married,high_school,,
5490,40,technician,married,professional_course,,
5491,42,admin_,married,university_degree,,
5492,51,blue-collar,married,high_school,,
5493,49,admin_,single,high_school,,
5494,48,admin_,single,university_degree,,
5495,46,blue-collar,married,,,
5496,29,services,single,high_school,,
5497,44,technician,married,university_degree,,
5498,41,self-employed,married,high_school,,
5499,28,self-employed,married,professional_course,,
5500,42,technician,single,high_school,,
5501,38,blue-collar,married,,,
5502,41,blue-collar,divorced,basic_4y,,
5503,43,services,married,high_school,,
5504,57,retired,single,professional_course,,
5505,47,blue-collar,married,basic_4y,,
5506,47,admin_,divorced,university_degree,,
5507,42,admin_,married,basic_4y,,
5508,52,blue-collar,married,basic_9y,,
5509,33,admin_,married,basic_9y,,
5510,35,admin_,married,university_degree,,
5511,26,blue-collar,married,basic_9y,,
5512,35,services,married,high_school,,
5513,39,entrepreneur,married,university_degree,,
5514,46,self-employed,married,basic_9y,,
5515,46,self-employed,married,basic_9y,,
5516,48,self-employed,married,basic_9y,,
5517,52,services,divorced,high_school,,
5518,47,entrepreneur,married,high_school,,
5519,44,admin_,single,university_degree,,
5520,36,services,single,basic_9y,,
5521,48,retired,divorced,professional_course,,
5522,30,blue-collar,married,high_school,,
5523,28,blue-collar,married,basic_6y,,
5524,41,technician,married,basic_9y,,
5525,45,blue-collar,married,basic_4y,,
5526,32,services,single,basic_9y,,
5527,42,entrepreneur,married,basic_6y,,
5528,41,blue-collar,married,basic_9y,,
5529,44,blue-collar,married,basic_4y,,
5530,44,unemployed,married,university_degree,,
5531,32,blue-collar,divorced,basic_9y,,
5532,55,admin_,married,high_school,,
5533,33,services,married,professional_course,,
5534,42,unemployed,married,high_school,,
5535,42,admin_,single,university_degree,,
5536,32,entrepreneur,married,high_school,,
5537,31,admin_,married,university_degree,,
5538,48,technician,married,professional_course,,
5539,41,blue-collar,married,basic_9y,,
5540,50,entrepreneur,divorced,university_degree,,
5541,42,services,married,,,
5542,42,admin_,divorced,university_degree,,
5543,47,technician,married,professional_course,,
5544,36,management,married,university_degree,,
5545,34,blue-collar,married,basic_4y,,
5546,27,unemployed,married,high_school,,
5547,44,blue-collar,married,basic_4y,,
5548,44,services,married,high_school,,
5549,56,technician,married,professional_course,,
5550,33,blue-collar,single,basic_9y,,
5551,38,technician,married,professional_course,,
5552,28,admin_,married,high_school,,
5553,39,entrepreneur,married,basic_6y,,
5554,52,admin_,married,basic_6y,,
5555,51,admin_,divorced,basic_9y,,
5556,38,blue-collar,married,basic_6y,,
5557,39,management,divorced,university_degree,,
5558,43,management,married,professional_course,,
5559,41,admin_,single,high_school,,
5560,41,admin_,single,high_school,,
5561,41,admin_,single,high_school,,
5562,44,blue-collar,married,basic_9y,,
5563,44,blue-collar,married,basic_9y,,
5564,39,admin_,married,university_degree,,
5565,46,admin_,married,,,
5566,36,technician,married,high_school,,
5567,44,admin_,married,high_school,,
5568,45,housemaid,married,professional_course,,
5569,47,admin_,divorced,university_degree,,
5570,44,admin_,married,high_school,,
5571,44,management,divorced,basic_9y,,
5572,42,housemaid,married,basic_4y,,
5573,44,technician,married,professional_course,,
5574,59,retired,divorced,professional_course,,
5575,42,housemaid,married,basic_4y,,
5576,32,admin_,single,university_degree,,
5577,36,admin_,married,university_degree,,
5578,42,blue-collar,married,basic_6y,,
5579,49,technician,married,professional_course,,
5580,37,admin_,married,university_degree,,
5581,45,blue-collar,married,basic_4y,,
5582,54,housemaid,divorced,,,
5583,46,management,married,university_degree,,
5584,39,blue-collar,single,,,
5585,39,blue-collar,married,basic_6y,,
5586,48,technician,single,,,
5587,35,technician,single,high_school,,
5588,41,blue-collar,married,basic_9y,,
5589,53,admin_,married,basic_9y,,
5590,37,services,married,high_school,,
5591,49,admin_,married,university_degree,,
5592,37,services,married,high_school,,
5593,40,services,married,high_school,,
5594,34,admin_,married,university_degree,,
5595,41,unknown,single,basic_9y,,
5596,38,technician,married,basic_9y,,
5597,43,admin_,divorced,high_school,,
5598,51,blue-collar,married,basic_6y,,
5599,37,admin_,married,high_school,,
5600,33,admin_,married,university_degree,,
5601,45,blue-collar,married,,,
5602,30,admin_,single,university_degree,,
5603,51,blue-collar,married,basic_6y,,
5604,24,admin_,married,high_school,,
5605,26,technician,single,high_school,,
5606,56,services,married,basic_9y,,
5607,39,blue-collar,married,basic_9y,,
5608,37,technician,married,university_degree,,
5609,32,services,married,basic_9y,,
5610,38,admin_,married,university_degree,,
5611,50,services,married,high_school,,
5612,45,services,divorced,high_school,,
5613,56,blue-collar,married,professional_course,,
5614,45,admin_,married,basic_9y,,
5615,35,services,married,high_school,,
5616,46,admin_,divorced,university_degree,,
5617,40,admin_,married,university_degree,,
5618,40,admin_,married,university_degree,,
5619,58,admin_,single,university_degree,,
5620,50,blue-collar,married,basic_4y,,
5621,44,blue-collar,single,basic_9y,,
5622,40,admin_,married,university_degree,,
5623,43,services,married,high_school,,
5624,28,services,single,high_school,,
5625,37,blue-collar,married,basic_4y,,
5626,30,services,married,high_school,,
5627,36,entrepreneur,married,university_degree,,
5628,29,technician,married,university_degree,,
5629,44,services,divorced,high_school,,
5630,30,admin_,married,high_school,,
5631,26,services,divorced,basic_6y,,
5632,43,blue-collar,single,basic_4y,,
5633,29,technician,married,,,
5634,34,services,divorced,basic_9y,,
5635,47,technician,married,professional_course,,
5636,44,management,single,university_degree,,
5637,39,technician,single,high_school,,
5638,29,student,single,high_school,,
5639,32,admin_,single,professional_course,,
5640,41,admin_,married,high_school,,
5641,36,blue-collar,married,basic_9y,,
5642,38,admin_,married,high_school,,
5643,39,admin_,married,university_degree,,
5644,57,blue-collar,married,basic_4y,,
5645,36,blue-collar,single,high_school,,
5646,44,blue-collar,married,high_school,,
5647,36,housemaid,married,basic_4y,,
5648,24,services,married,professional_course,,
5649,48,technician,married,basic_4y,,
5650,44,technician,single,,,
5651,35,student,single,high_school,,
5652,41,services,married,high_school,,
5653,38,housemaid,divorced,high_school,,
5654,47,unknown,married,,,
5655,40,admin_,single,university_degree,,
5656,30,technician,single,,,
5657,32,admin_,single,university_degree,,
5658,53,services,married,high_school,,
5659,26,admin_,single,high_school,,
5660,56,retired,married,high_school,,
5661,30,services,married,high_school,,
5662,56,retired,married,high_school,,
5663,38,technician,married,professional_course,,
5664,56,blue-collar,married,basic_4y,,
5665,35,self-employed,married,university_degree,,
5666,34,services,married,high_school,,
5667,35,retired,single,basic_9y,,
5668,47,blue-collar,married,basic_4y,,
5669,42,blue-collar,married,basic_4y,,
5670,54,retired,married,basic_9y,,
5671,43,management,married,professional_course,,
5672,28,admin_,single,university_degree,,
5673,31,blue-collar,married,basic_6y,,
5674,44,blue-collar,single,high_school,,
5675,59,retired,married,,,
5676,58,management,married,university_degree,,
5677,31,admin_,single,university_degree,,
5678,37,admin_,married,basic_6y,,
5679,52,entrepreneur,divorced,high_school,,
5680,36,technician,married,professional_course,,
5681,31,admin_,single,basic_9y,,
5682,30,blue-collar,married,basic_9y,,
5683,31,admin_,married,high_school,,
5684,41,unknown,married,basic_6y,,
5685,41,services,married,basic_6y,,
5686,41,management,divorced,basic_9y,,
5687,26,admin_,single,high_school,,
5688,38,admin_,single,university_degree,,
5689,44,unemployed,married,basic_6y,,
5690,28,blue-collar,single,basic_9y,,
5691,29,technician,married,university_degree,,
5692,24,blue-collar,single,high_school,,
5693,51,services,single,high_school,,
5694,35,admin_,married,university_degree,,
5695,50,entrepreneur,married,basic_9y,,
5696,33,technician,divorced,professional_course,,
5697,57,management,divorced,university_degree,,
5698,28,blue-collar,single,basic_9y,,
5699,58,admin_,single,university_degree,,
5700,50,blue-collar,single,basic_4y,,
5701,57,admin_,married,university_degree,,
5702,30,admin_,single,university_degree,,
5703,48,admin_,divorced,university_degree,,
5704,43,entrepreneur,married,high_school,,
5705,39,admin_,single,university_degree,,
5706,39,admin_,married,high_school,,
5707,43,entrepreneur,married,high_school,,
5708,43,blue-collar,single,basic_4y,,
5709,36,admin_,married,university_degree,,
5710,29,technician,single,high_school,,
5711,33,services,single,basic_6y,,
5712,31,blue-collar,married,basic_9y,,
5713,43,blue-collar,married,basic_4y,,
5714,46,technician,married,professional_course,,
5715,45,blue-collar,married,basic_9y,,
5716,30,admin_,married,high_school,,
5717,41,unemployed,married,university_degree,,
5718,30,admin_,married,high_school,,
5719,46,admin_,single,high_school,,
5720,43,entrepreneur,divorced,high_school,,
5721,49,technician,married,university_degree,,
5722,38,technician,single,high_school,,
5723,58,admin_,married,high_school,,
5724,33,admin_,married,university_degree,,
5725,33,technician,divorced,professional_course,,
5726,31,management,single,high_school,,
5727,39,management,married,university_degree,,
5728,30,blue-collar,married,basic_6y,,
5729,58,retired,married,basic_6y,,
5730,35,admin_,married,high_school,,
5731,41,unemployed,married,basic_9y,,
5732,30,blue-collar,single,basic_9y,,
5733,57,admin_,married,university_degree,,
5734,34,blue-collar,married,basic_6y,,
5735,30,technician,single,university_degree,,
5736,40,technician,married,professional_course,,
5737,37,housemaid,married,high_school,,
5738,41,admin_,single,high_school,,
5739,40,blue-collar,married,high_school,,
5740,42,technician,single,basic_9y,,
5741,42,blue-collar,married,,,
5742,44,management,married,university_degree,,
5743,41,admin_,married,high_school,,
5744,31,management,married,university_degree,,
5745,29,admin_,single,high_school,,
5746,41,entrepreneur,married,university_degree,,
5747,33,technician,married,professional_course,,
5748,37,blue-collar,single,basic_9y,,
5749,27,services,single,basic_9y,,
5750,35,admin_,single,high_school,,
5751,31,admin_,single,university_degree,,
5752,37,admin_,married,university_degree,,
5753,48,management,married,university_degree,,
5754,37,admin_,single,high_school,,
5755,33,technician,divorced,professional_course,,
5756,40,admin_,married,high_school,,
5757,29,blue-collar,married,basic_4y,,
5758,47,services,married,high_school,,
5759,47,services,married,high_school,,
5760,38,unknown,married,basic_6y,,
5761,35,blue-collar,married,basic_4y,,
5762,27,blue-collar,married,basic_9y,,
5763,35,management,married,university_degree,,
5764,35,admin_,married,high_school,,
5765,38,housemaid,married,basic_9y,,
5766,46,technician,divorced,professional_course,,
5767,35,blue-collar,married,professional_course,,
5768,41,self-employed,married,university_degree,,
5769,51,blue-collar,married,,,
5770,47,admin_,married,basic_4y,,
5771,28,blue-collar,single,basic_4y,,
5772,35,blue-collar,married,basic_9y,,
5773,34,admin_,single,high_school,,
5774,25,self-employed,single,university_degree,,
5775,33,technician,single,university_degree,,
5776,59,retired,married,professional_course,,
5777,51,retired,married,basic_9y,,
5778,27,blue-collar,married,basic_9y,,
5779,33,blue-collar,married,high_school,,
5780,39,management,married,university_degree,,
5781,38,blue-collar,married,basic_6y,,
5782,46,self-employed,married,basic_9y,,
5783,35,admin_,divorced,university_degree,,
5784,25,blue-collar,married,high_school,,
5785,50,blue-collar,married,basic_6y,,
5786,36,blue-collar,married,basic_6y,,
5787,35,services,married,basic_6y,,
5788,52,unemployed,married,,,
5789,43,technician,married,basic_9y,,
5790,36,self-employed,single,professional_course,,
5791,33,services,single,basic_9y,,
5792,27,blue-collar,single,basic_6y,,
5793,41,admin_,single,high_school,,
5794,36,admin_,married,high_school,,
5795,39,admin_,single,high_school,,
5796,34,management,married,professional_course,,
5797,55,services,married,high_school,,
5798,30,blue-collar,married,basic_9y,,
5799,42,unemployed,married,high_school,,
5800,58,management,married,basic_6y,,
5801,43,management,married,university_degree,,
5802,45,admin_,single,,,
5803,31,unemployed,married,professional_course,,
5804,30,technician,single,professional_course,,
5805,31,admin_,single,high_school,,
5806,30,admin_,married,university_degree,,
5807,42,services,married,high_school,,
5808,30,student,single,,,
5809,31,services,married,high_school,,
5810,46,self-employed,married,basic_9y,,
5811,51,entrepreneur,divorced,university_degree,,
5812,43,services,married,high_school,,
5813,58,management,married,basic_6y,,
5814,56,retired,married,basic_4y,,
5815,57,unemployed,married,basic_9y,,
5816,31,technician,single,university_degree,,
5817,28,services,married,high_school,,
5818,38,self-employed,single,university_degree,,
5819,35,admin_,single,high_school,,
5820,26,blue-collar,married,professional_course,,
5821,30,blue-collar,single,basic_9y,,
5822,52,technician,married,professional_course,,
5823,47,technician,married,basic_9y,,
5824,51,entrepreneur,single,,,
5825,36,blue-collar,married,basic_9y,,
5826,36,services,married,high_school,,
5827,31,admin_,single,university_degree,,
5828,36,blue-collar,married,high_school,,
5829,34,admin_,married,university_degree,,
5830,32,blue-collar,married,basic_9y,,
5831,42,blue-collar,married,basic_6y,,
5832,32,technician,single,university_degree,,
5833,51,admin_,divorced,university_degree,,
5834,37,self-employed,married,basic_9y,,
5835,45,blue-collar,married,basic_9y,,
5836,28,admin_,single,university_degree,,
5837,37,technician,married,professional_course,,
5838,43,entrepreneur,married,basic_9y,,
5839,54,admin_,divorced,university_degree,,
5840,59,admin_,married,professional_course,,
5841,44,housemaid,married,basic_9y,,
5842,33,services,single,high_school,,
5843,35,admin_,married,high_school,,
5844,48,admin_,married,university_degree,,
5845,50,technician,divorced,professional_course,,
5846,29,self-employed,married,high_school,,
5847,39,admin_,married,university_degree,,
5848,36,admin_,married,university_degree,,
5849,52,management,married,,,
5850,52,blue-collar,married,basic_4y,,
5851,48,blue-collar,married,basic_4y,,
5852,28,entrepreneur,married,basic_9y,,
5853,35,blue-collar,married,high_school,,
5854,38,admin_,married,university_degree,,
5855,44,admin_,married,university_degree,,
5856,34,blue-collar,married,basic_6y,,
5857,45,blue-collar,married,basic_9y,,
5858,30,admin_,married,university_degree,,
5859,38,blue-collar,single,basic_4y,,
5860,33,technician,single,professional_course,,
5861,31,admin_,divorced,high_school,,
5862,32,management,married,high_school,,
5863,24,admin_,married,basic_9y,,
5864,55,management,married,university_degree,,
5865,28,blue-collar,single,high_school,,
5866,37,management,divorced,high_school,,
5867,33,blue-collar,married,basic_9y,,
5868,34,technician,married,professional_course,,
5869,36,admin_,divorced,high_school,,
